,Title,Category,Latitude,Longitude,geometry,county,subcounty,ward,centroid
143,The Mavuno Agrovet,Veterinary pharmacy,-0.5777346,34.9336316,POINT (34.9336316 -0.5777346),Nyamira,Nyamira Sub County,Township Ward,POINT (34.93556685998196 -0.5687379254849476)
144,Township Agrovet and Farm Centre,Farm shop,-0.5669405,34.9341234,POINT (34.9341234 -0.5669405),Nyamira,Nyamira Sub County,Township Ward,POINT (34.93556685998196 -0.5687379254849476)
145,Jachems Agrovet,Agrochemicals supplier,-0.5444303,34.9197987,POINT (34.9197987 -0.5444303),Nyamira,Nyamira Sub County,Nyamaiya Ward,POINT (34.90812772503499 -0.5097397213644116)
146,Masimba Agrovet Ltd,Agrochemicals supplier,-1.2772066,36.9085091,POINT (36.9085091 -1.2772066),Nairobi,Embakasi Central Sub County,Kayole South Ward,POINT (36.913987817584676 -1.2778353677648795)
147,Skylab Cropcare Limited/ Agrovet,Hardware store,-1.28563,36.830521,POINT (36.830521 -1.28563),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
148,Jumbo Agrovet Limited,Agrochemicals supplier,-1.2885866,36.8284003,POINT (36.8284003 -1.2885866),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
149,Kahawa West Agrovet Services,Animal feed store,-1.1835391,36.9004487,POINT (36.9004487 -1.1835391),Nairobi,Roysambu  Sub County,Kahawa,POINT (36.90626171541014 -1.191511646330229)
150,Mwiki Agrovet,Agrochemicals supplier,-1.2359729,36.9353572,POINT (36.9353572 -1.2359729),Nairobi,Kasarani  Sub County,Mwiki Ward,POINT (36.96028210384881 -1.235856836937653)
151,Ciira Agrovet Supplies Limited,Agricultural service,-1.2807645,36.8244836,POINT (36.8244836 -1.2807645),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
152,Wakulima Agro - Vet,Agricultural service,-1.2636629,36.7191095,POINT (36.7191095 -1.2636629),Nairobi,Dagoretti South Sub County,Uthiru/ruthimitu Ward,POINT (36.70731491333092 -1.2720294282701312)
153,Nairobi Mega Agrovet Services Ltd,Veterinarian,-1.3271643,36.8519537,POINT (36.8519537 -1.3271643),Nairobi,Starehe  Sub County,Nairobi South Ward,POINT (36.85066239007016 -1.3196059930467552)
154,Lukenya Agrovet Supplies Ltd,Agricultural service,-1.4354939,36.9729539,POINT (36.9729539 -1.4354939),Machakos,Athi River Sub County,Mathatani Ward,POINT (37.078558576313995 -1.3615165551391075)
155,Limuru Agrovet Supplies,Animal feed store,-1.110863,36.642875,POINT (36.642875 -1.110863),Kiambu,Limuru Sub County,Limuru Central Ward,POINT (36.62759741143995 -1.126816444577222)
156,City Agrovet,Agricultural service,-0.0820581,34.7746719,POINT (34.7746719 -0.0820581),Kisumu,Kisumu Central Sub County,Railways Ward,POINT (34.75363593994024 -0.0781187936308623)
157,Online Virtual Agrovet,Agricultural service,-1.1694016,36.9703341,POINT (36.9703341 -1.1694016),Kiambu,Ruiru Sub County,Gatongora Ward,POINT (37.05306191074979 -1.198784483976087)
158,Lukenya Agro - Vet Supplies Ltd,Animals,-1.4741356,36.9586956,POINT (36.9586956 -1.4741356),KAJIADO,Kajiado East Sub County,Oloosirkon/sholinke Ward,POINT (36.83545259390289 -1.4724753045722156)
159,Nyadimo Agrovet,Agricultural service,-0.1037146,34.7576563,POINT (34.7576563 -0.1037146),Kisumu,Kisumu Central Sub County,Market Milimani Ward,POINT (34.755095386599535 -0.1097120955099151)
160,Lenana Agrovet-Kitengela,Arborist service,-1.451789,36.978099,POINT (36.978099 -1.451789),Machakos,Athi River Sub County,Athi River Ward,POINT (36.94935392531766 -1.4627544136678376)
161,Agrovet,Veterinary care,-0.9053389,37.0593233,POINT (37.0593233 -0.9053389),Muranga,Kandara Sub County,Kagundu-ini Ward,POINT (37.0713414856153 -0.9064292637087079)
162,Masimba Agrovet Ltd,Agrochemicals supplier,-1.2772066,36.9085091,POINT (36.9085091 -1.2772066),Nairobi,Embakasi Central Sub County,Kayole South Ward,POINT (36.913987817584676 -1.2778353677648795)
163,Jumbo Agrovet Limited,Agrochemicals supplier,-1.2885866,36.8284003,POINT (36.8284003 -1.2885866),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
164,SHRIJI AGROVET,Veterinary care,-0.7806034,35.3410543,POINT (35.3410543 -0.7806034),Bomet,Bomet Central Sub County,Silibwet Township Ward,POINT (35.347516086033465 -0.7496092635567965)
165,Skylab Cropcare Limited/ Agrovet,Hardware store,-1.28563,36.830521,POINT (36.830521 -1.28563),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
166,Kahawa West Agrovet Services,Animal feed store,-1.1835391,36.9004487,POINT (36.9004487 -1.1835391),Nairobi,Roysambu  Sub County,Kahawa,POINT (36.90626171541014 -1.191511646330229)
167,Longisa Farmers agrovet -BOMET.,Agrochemicals supplier,-0.7814257,35.3406941,POINT (35.3406941 -0.7814257),Bomet,Bomet Central Sub County,Silibwet Township Ward,POINT (35.347516086033465 -0.7496092635567965)
168,Jumbo Agrovet Limited,Agrochemicals supplier,-1.2885866,36.8284003,POINT (36.8284003 -1.2885866),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
169,Skylab Cropcare Limited/ Agrovet,Hardware store,-1.28563,36.830521,POINT (36.830521 -1.28563),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
170,Wakulima Agro - Vet,Agricultural service,-1.2636629,36.7191095,POINT (36.7191095 -1.2636629),Nairobi,Dagoretti South Sub County,Uthiru/ruthimitu Ward,POINT (36.70731491333092 -1.2720294282701312)
171,Masimba Agrovet Ltd,Agrochemicals supplier,-1.2772066,36.9085091,POINT (36.9085091 -1.2772066),Nairobi,Embakasi Central Sub County,Kayole South Ward,POINT (36.913987817584676 -1.2778353677648795)
172,Mwiki Agrovet,Agrochemicals supplier,-1.2359729,36.9353572,POINT (36.9353572 -1.2359729),Nairobi,Kasarani  Sub County,Mwiki Ward,POINT (36.96028210384881 -1.235856836937653)
173,HUDUMA AGROVET,Veterinary care,-1.1587116,36.8396352,POINT (36.8396352 -1.1587116),Kiambu,Kiambu Town Sub County,Riabai Ward,POINT (36.83742199518029 -1.1626607271594795)
174,Nairobi Mega Agrovet Services Ltd,Veterinarian,-1.3271643,36.8519537,POINT (36.8519537 -1.3271643),Nairobi,Starehe  Sub County,Nairobi South Ward,POINT (36.85066239007016 -1.3196059930467552)
175,Ciira Agrovet Supplies Limited,Agricultural service,-1.2807645,36.8244836,POINT (36.8244836 -1.2807645),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
176,Lukenya Agrovet Supplies Ltd,Agricultural service,-1.4354939,36.9729539,POINT (36.9729539 -1.4354939),Machakos,Athi River Sub County,Mathatani Ward,POINT (37.078558576313995 -1.3615165551391075)
177,Kahawa West Agrovet Services,Animal feed store,-1.1835391,36.9004487,POINT (36.9004487 -1.1835391),Nairobi,Roysambu  Sub County,Kahawa,POINT (36.90626171541014 -1.191511646330229)
178,Lukenya Agro - Vet Supplies Ltd,Animals,-1.4741356,36.9586956,POINT (36.9586956 -1.4741356),KAJIADO,Kajiado East Sub County,Oloosirkon/sholinke Ward,POINT (36.83545259390289 -1.4724753045722156)
179,Agrems Agrovet,Agricultural service,-1.2876107,36.8285626,POINT (36.8285626 -1.2876107),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
180,Limuru Agrovet Supplies,Animal feed store,-1.110863,36.642875,POINT (36.642875 -1.110863),Kiambu,Limuru Sub County,Limuru Central Ward,POINT (36.62759741143995 -1.126816444577222)
181,FARMERS AGROVET,Veterinary care,-0.7407655,36.9666305,POINT (36.9666305 -0.7407655),Muranga,Kiharu Sub County,Murarandia Ward,POINT (36.92553028818445 -0.7337863976124624)
182,Lenana Agrovet-Kitengela,Arborist service,-1.451789,36.978099,POINT (36.978099 -1.451789),Machakos,Athi River Sub County,Athi River Ward,POINT (36.94935392531766 -1.4627544136678376)
183,Agrovet,Veterinary care,-0.9053389,37.0593233,POINT (37.0593233 -0.9053389),Muranga,Kandara Sub County,Kagundu-ini Ward,POINT (37.0713414856153 -0.9064292637087079)
184,JAMBO KENYA AGROVET LIMITED,Import export company,-0.4145624,36.9590797,POINT (36.9590797 -0.4145624),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
185,Agrovet Store,Veterinary care,-2.3884569,40.6977449,POINT (40.6977449 -2.3884569),LAMU,LAMU WEST,BAHARI,POINT (40.725521383223985 -2.4112081003041848)
186,SUNRISE AGROVET,Veterinary care,-3.547,38.645401,POINT (38.645401 -3.547),TAITA TAVETA,Voi Sub County,Sagala Ward,POINT (38.83309476245761 -3.3276326064376467)
187,Maxlab Chemist and Agrovet,Pharmacy,-3.3922342,38.5628673,POINT (38.5628673 -3.3922342),TAITA TAVETA,Voi Sub County,Mbololo Ward,POINT (38.50925135322174 -3.363861621349341)
188,MIDASA AGROVET,Veterinary care,-3.5036506,38.3777418,POINT (38.3777418 -3.5036506),TAITA TAVETA,Mwatate Sub County,Mwatate Ward,POINT (38.4468437836174 -3.5716419659917356)
189,Morning Star Agrovet,Veterinary care,-3.7213836,39.028466,POINT (39.028466 -3.7213836),Kwale,Kinango Sub County,Mackinon Road Ward,POINT (39.1205365734849 -3.8014696585831467)
190,TASIA AGROVET,Veterinary care,-3.3946826,37.6735665,POINT (37.6735665 -3.3946826),TAITA TAVETA,Taveta Sub County,Bomani Ward,POINT (37.686787482158 -3.410314863335144)
191,Frontfield Agrovet,Agrochemicals supplier,-3.392929,38.5632134,POINT (38.5632134 -3.392929),TAITA TAVETA,Voi Sub County,Kaloleni  Ward,POINT (38.560959382500975 -3.431978626876012)
192,Frontfield Pharmacy and Agrovet,Pharmaceutical company,-3.3928221,38.5634309,POINT (38.5634309 -3.3928221),TAITA TAVETA,Voi Sub County,Kaloleni  Ward,POINT (38.560959382500975 -3.431978626876012)
193,Utaati agrovet,Agrochemicals supplier,-2.4114381,37.9669249,POINT (37.9669249 -2.4114381),MAKUENI,Kibwezi West  Sub County,Kikumbulyu South Ward,POINT (37.99506638329876 -2.365820553577991)
194,Parmacis chemist and agrovet,Agrochemicals supplier,-3.3973104,38.5559336,POINT (38.5559336 -3.3973104),TAITA TAVETA,Voi Sub County,Kaloleni  Ward,POINT (38.560959382500975 -3.431978626876012)
195,MACKINNON AGROVET CENTRE,Agrochemicals supplier,-3.7202317,39.0263517,POINT (39.0263517 -3.7202317),Kwale,Kinango Sub County,Mackinon Road Ward,POINT (39.1205365734849 -3.8014696585831467)
196,Masimba Agrovet Ltd,Agrochemicals supplier,-1.2772066,36.9085091,POINT (36.9085091 -1.2772066),Nairobi,Embakasi Central Sub County,Kayole South Ward,POINT (36.913987817584676 -1.2778353677648795)
198,Farmers Agrovet,Veterinary care,-3.5575509,38.7484677,POINT (38.7484677 -3.5575509),TAITA TAVETA,Voi Sub County,Marungu Ward,POINT (38.86286150205426 -3.7512987256973744)
199,Guroabad's Agrovet Ltd,Veterinary care,-0.4547591,39.6433842,POINT (39.6433842 -0.4547591),GARISSA,Garissa Sub County,Iftin Ward,POINT (39.64642317284251 -0.44768760716504)
200,Garissa Agrovet,Veterinary care,-0.4527871,39.6436089,POINT (39.6436089 -0.4527871),GARISSA,Garissa Sub County,Iftin Ward,POINT (39.64642317284251 -0.44768760716504)
201,Masimba Agrovet Ltd,Agrochemicals supplier,-1.2772066,36.9085091,POINT (36.9085091 -1.2772066),Nairobi,Embakasi Central Sub County,Kayole South Ward,POINT (36.913987817584676 -1.2778353677648795)
202,JANAM AGROVET & VETERINARY SERVICES.,Veterinary pharmacy,-1.2210229,36.7141068,POINT (36.7141068 -1.2210229),Kiambu,Kabete Sub County,Kabete Ward,POINT (36.725152690873145 -1.2306053396852799)
203,Serian Agrovet Ltd,Animal feed store,-1.4302599,36.6862798,POINT (36.6862798 -1.4302599),KAJIADO,Kajiado West Sub County,Keekonyokie Ward,POINT (36.534469979822724 -1.578802086673363)
204,Lukenya Agro - Vet Supplies Ltd,Animals,-1.4741356,36.9586956,POINT (36.9586956 -1.4741356),KAJIADO,Kajiado East Sub County,Oloosirkon/sholinke Ward,POINT (36.83545259390289 -1.4724753045722156)
205,Mwiki Agrovet,Agrochemicals supplier,-1.2359729,36.9353572,POINT (36.9353572 -1.2359729),Nairobi,Kasarani  Sub County,Mwiki Ward,POINT (36.96028210384881 -1.235856836937653)
206,Lukenya Agrovet Supplies Ltd,Agricultural service,-1.4354939,36.9729539,POINT (36.9729539 -1.4354939),Machakos,Athi River Sub County,Mathatani Ward,POINT (37.078558576313995 -1.3615165551391075)
207,Skylab Cropcare Limited/ Agrovet,Hardware store,-1.28563,36.830521,POINT (36.830521 -1.28563),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
208,Nairobi Mega Agrovet Services Ltd,Veterinarian,-1.3271643,36.8519537,POINT (36.8519537 -1.3271643),Nairobi,Starehe  Sub County,Nairobi South Ward,POINT (36.85066239007016 -1.3196059930467552)
209,Lenana Agrovet-Kitengela,Arborist service,-1.451789,36.978099,POINT (36.978099 -1.451789),Machakos,Athi River Sub County,Athi River Ward,POINT (36.94935392531766 -1.4627544136678376)
210,Winners Agrovet,Veterinary care,-1.2490613,36.9430346,POINT (36.9430346 -1.2490613),Nairobi,Kasarani  Sub County,Njiru Ward,POINT (36.928852667104344 -1.2512638492561308)
211,Jumbo Agrovet Limited,Agrochemicals supplier,-1.2885866,36.8284003,POINT (36.8284003 -1.2885866),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
212,Wakulima Agro - Vet,Agricultural service,-1.2636629,36.7191095,POINT (36.7191095 -1.2636629),Nairobi,Dagoretti South Sub County,Uthiru/ruthimitu Ward,POINT (36.70731491333092 -1.2720294282701312)
213,Nguzo Agrovet Limited Nairobi,Agrochemicals supplier,-1.2880604,36.8294039,POINT (36.8294039 -1.2880604),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
214,Beracah Agrovet Stores,Pet store,-1.2737495,36.8948751,POINT (36.8948751 -1.2737495),Nairobi,Embakasi West Sub County,Mowlem Ward,POINT (36.89692757821746 -1.2660961182792434)
215,Menengai Agrovet & Veterinary Services,Animal feed store,-0.2840854,36.073468,POINT (36.073468 -0.2840854),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
216,Online Virtual Agrovet,Agricultural service,-1.1694016,36.9703341,POINT (36.9703341 -1.1694016),Kiambu,Ruiru Sub County,Gatongora Ward,POINT (37.05306191074979 -1.198784483976087)
217,Kahawa West Agrovet Services,Animal feed store,-1.1835391,36.9004487,POINT (36.9004487 -1.1835391),Nairobi,Roysambu  Sub County,Kahawa,POINT (36.90626171541014 -1.191511646330229)
218,AGROVET,Veterinary pharmacy,-0.6061398,35.3607597,POINT (35.3607597 -0.6061398),Bomet,Konoin Sub County,Embomos Ward,POINT (35.36196185558699 -0.6030683127624328)
219,Agrovet,Veterinary care,-0.9053389,37.0593233,POINT (37.0593233 -0.9053389),Muranga,Kandara Sub County,Kagundu-ini Ward,POINT (37.0713414856153 -0.9064292637087079)
220,Ciira Agrovet Supplies Limited,Agricultural service,-1.2807645,36.8244836,POINT (36.8244836 -1.2807645),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
221,Limuru Agrovet Supplies,Animal feed store,-1.110863,36.642875,POINT (36.642875 -1.110863),Kiambu,Limuru Sub County,Limuru Central Ward,POINT (36.62759741143995 -1.126816444577222)
223,UKULIMA AGROVET,Animal rescue service,-0.5050633,37.279705,POINT (37.279705 -0.5050633),KIRINYAGA,Kirinyaga Central Sub County,Kerugoya Ward,POINT (37.28449519958003 -0.4980842403617933)
224,Makamithi Enterprises Ltd,Agrochemicals supplier,-1.5182444,37.2656056,POINT (37.2656056 -1.5182444),Machakos,Machakos Sub County,Township Ward,POINT (37.27991970798023 -1.5113801198850365)
225,Highway Agrovet Emining,Veterinary pharmacy,0.1417185,35.889938,POINT (35.889938 0.1417185),BARINGO,Mogotio Sub County,Emining Ward,POINT (35.946763395243316 0.2405535581964479)
226,Jagra Agrovet,Hay supplier,-1.4182773,36.7126677,POINT (36.7126677 -1.4182773),KAJIADO,Kajiado North Sub County,Olkeri Ward,POINT (36.69052250404085 -1.3987464240048053)
227,Krisna Agrovet and servers,Veterinary pharmacy,-0.1118886,34.9500629,POINT (34.9500629 -0.1118886),Kisumu,Muhoroni Sub County,Ombeyi Ward,POINT (34.922418662778135 -0.1101372821191027)
228,Mt.Kenya Agrovet,Veterinary care,-0.0046477,36.2284727,POINT (36.2284727 -0.0046477),Nakuru,Subukia  Sub County,Subukia Ward,POINT (36.20261520886201 -0.0170915658690508)
229,Sokee Agrovet & Veterinary Services,Veterinary care,0.0484355,35.7248792,POINT (35.7248792 0.0484355),BARINGO,Koibatek Sub County,Ravine Ward,POINT (35.72760217648503 0.0182994034569778)
230,Kenya veterinary vaccines production institute (kevevapi),Contractor,-1.3220297,36.8574313,POINT (36.8574313 -1.3220297),Nairobi,Starehe  Sub County,Nairobi South Ward,POINT (36.85066239007016 -1.3196059930467552)
231,Modesty Agrovet,Veterinary pharmacy,-1.0875197,35.8771055,POINT (35.8771055 -1.0875197),Narok,Narok North Sub County,Narok Town Ward,POINT (35.83203729977261 -1.1177484352392828)
232,Agrovet,Veterinary pharmacy,0.1411293,35.9009784,POINT (35.9009784 0.1411293),BARINGO,Mogotio Sub County,Emining Ward,POINT (35.946763395243316 0.2405535581964479)
233,RIVA AGROVET,Agrochemicals supplier,-0.2882026,36.075727,POINT (36.075727 -0.2882026),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
234,Tulwet Farmers Agrovet Limited,Agrochemicals supplier,-0.298346,35.2697802,POINT (35.2697802 -0.298346),KERICHO,Ainamoi Sub County,Ainamoi Ward,POINT (35.27855686799008 -0.271245516268031)
235,ALFA AGROVET,Veterinary care,-0.8554376,35.8942557,POINT (35.8942557 -0.8554376),Narok,Narok North Sub County,Olorropil Ward,POINT (35.96678541590426 -0.7685927676697327)
236,Jemorin Agrovet,Veterinarian,-1.0890754,35.8767886,POINT (35.8767886 -1.0890754),Narok,Narok North Sub County,Narok Town Ward,POINT (35.83203729977261 -1.1177484352392828)
237,NEW DAWN AGROVET,Veterinary care,-0.7452267,35.8866717,POINT (35.8866717 -0.7452267),Narok,Narok North Sub County,Olorropil Ward,POINT (35.96678541590426 -0.7685927676697327)
238,WAKULIMA AGROVET,Veterinary care,0.1352795,35.1709159,POINT (35.1709159 0.1352795),NANDI,Nandi East Sub County,Nandi hills Ward,POINT (35.16539031545503 0.1081030379942692)
239,Naserian Agrovet,Veterinary care,-1.4096697,35.5912001,POINT (35.5912001 -1.4096697),Narok,Narok South Sub County,Maji Moto/naroosura Ward,POINT (35.8204969736495 -1.4031706279046714)
240,Kims Agrovet & Mpesa,Veterinary care,-0.6331968,35.9963723,POINT (35.9963723 -0.6331968),Nakuru,Njoro  Sub County,Mau Narok Ward,POINT (35.98803213623134 -0.6212533660172447)
241,Uwezo Agrovet,Agrochemicals supplier,-0.7157466,36.432379,POINT (36.432379 -0.7157466),Nakuru,Naivasha  Sub County,Viwandani Ward,POINT (36.40535272236173 -0.7365931741943736)
242,NEXUS AGROVET /AGROCHEMICALS,Animal feed store,-0.6585193,35.3041649,POINT (35.3041649 -0.6585193),Bomet,Bomet Central Sub County,Chesoen Ward,POINT (35.288236523043004 -0.6935401079707926)
243,Pro - Capital Agrovet Center,Veterinary care,-1.2875604,36.8285835,POINT (36.8285835 -1.2875604),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
244,Kenagro Suppliers Ltd,Agrochemicals supplier,-1.1877363,36.9986322,POINT (36.9986322 -1.1877363),Kiambu,Ruiru Sub County,Gatongora Ward,POINT (37.05306191074979 -1.198784483976087)
245,Paksons Agroveterenary Solutions ltd,Veterinary pharmacy,-1.0173874,35.649064,POINT (35.649064 -1.0173874),Narok,Narok South Sub County,Ololulung'a Ward,POINT (35.6586471361133 -0.9536029228987586)
246,Farmers Trend Limited,Agricultural service,-1.1695342,36.9702305,POINT (36.9702305 -1.1695342),Kiambu,Ruiru Sub County,Gatongora Ward,POINT (37.05306191074979 -1.198784483976087)
247,Agrovet,Veterinary care,-0.2549883,36.2336289,POINT (36.2336289 -0.2549883),Nakuru,Nakuru North  Sub County,Dundori Ward,POINT (36.20090131341018 -0.245366690452566)
248,SAVANNAH AGROVET,Veterinary care,-0.023017,35.9672473,POINT (35.9672473 -0.023017),Nakuru,Rongai  Sub County,Soin Ward,POINT (35.98633769041876 -0.0520586656684662)
